t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,mu_0,nu_0,tau_0,mu_1,nu_1,tau_1,mu_2,nu_2,tau_2,mu_3,nu_3,tau_3,mu_4,nu_4,tau_4,mu_5,nu_5,tau_5,mu_6,nu_6,tau_6,mu_7,nu_7,tau_7,mu_8,nu_8,tau_8,mu_9,nu_9,tau_9,mu_10,nu_10,tau_10,mu_11,nu_11,tau_11,mu_12,nu_12,tau_12,mu_13,nu_13,tau_13,mu_14,nu_14,tau_14,mu_15,nu_15,tau_15,mu_16,nu_16,tau_16,mu_17,nu_17,tau_17,mu_18,nu_18,tau_18,mu_19,nu_19,tau_19
12.6996,5.560462448,3.053882122,1.38446173,0.922360274,-0.491628052,0.038976133,0.113626695,-2.831680622,4.896492127,-0.238225829,14.99999699,14.99999648,0.299999786,10.75487631,22.10863483,6.366256609,-578.7583938,6.24E-06,-11.57516163,4.75326243,6.879228474,6.678950762,4.946540213,0.016084039,6.83E-05,0.044999113,0.026794659,0.000278883,0.045062872,0.027819807,0.000139977,0.04510378,0.032380447,4.16E-05,0.045013698,0.034031221,4.32E-05,0.045015514,0.039480515,0.000571873,0.04577565,0.985390652,0.000116773,0.045577436,0.985414553,0.00013068,0.045165265,0.985597108,0.000151939,0.044986325,0.985744619,0.000158797,0.078123674,0.987887068,4.84E-05,0.045047994,0.988241737,4.55E-05,0.045022303,0.989231392,6.59E-05,0.044945279,0.990324793,6.64E-05,0.045003129,0.990879956,6.99E-05,0.044999761,0.991764766,8.14E-05,0.044971383,0.992383829,7.58E-05,0.044998604,0.993678514,3.11E-05,0.045002157,0.99510776,2.53E-05,0.044999249,0.997392491,2.02E-05,0.044939917
12.7514,5.423542344,3.338172111,1.382674762,0.831662943,-0.497257454,0.409293513,-0.036463925,-2.274200604,6.042495278,0.091769677,-14.99999842,14.9999968,-0.299999798,4.407541347,3.041704256,-10.26278202,578.7584182,-2.27E-07,11.57516149,2.126002209,3.61E-05,0.193313845,1.925724477,0.01601647,6.76E-05,0.044999192,0.026513497,0.000281162,0.045055347,0.027691053,0.000128754,0.045090941,0.03233954,4.09E-05,0.045013306,0.033988642,4.26E-05,0.045015268,0.038978382,0.000502133,0.045614707,0.985267682,0.000122969,0.045574979,0.985282856,0.000131698,0.045231764,0.985454927,0.00014218,0.04498184,0.985597741,0.000146878,0.076517364,0.987839403,4.77E-05,0.045046121,0.9881968,4.49E-05,0.045022249,0.989165866,6.55E-05,0.04495253,0.990256764,6.80E-05,0.045002303,0.990809525,7.04E-05,0.045000331,0.991684477,8.03E-05,0.044969675,0.992310193,7.36E-05,0.045000087,0.993647755,3.08E-05,0.045002174,0.995082638,2.51E-05,0.04499933,0.99737228,2.02E-05,0.044947112
12.8033,5.311204149,3.656105497,1.37420484,0.612850474,-0.464387624,0.66944325,-0.263222659,-2.045735287,6.200162303,-0.440202588,14.99999825,14.99999679,0.29999978,5.049350053,-1.101174362,-11.29438225,-578.7579029,-6.59E-05,-11.57515758,3.64E-05,2.12600074,1.92572286,0.193313882,0.015950118,6.64E-05,0.044999388,0.026227413,0.000286084,0.045049067,0.027572866,0.000118188,0.045079264,0.032299576,4.00E-05,0.045012779,0.033946967,4.17E-05,0.045014847,0.038543376,0.000435006,0.045476403,0.985138748,0.000128935,0.045519969,0.98515225,0.000130605,0.045332082,0.985320645,0.000134282,0.044977624,0.98546208,0.000135661,0.074737074,0.987792818,4.66E-05,0.045043726,0.988152741,4.41E-05,0.045021895,0.989100835,6.50E-05,0.044959549,0.990187429,6.93E-05,0.045001385,0.990739253,7.03E-05,0.045000996,0.991605063,7.94E-05,0.044967531,0.992239118,7.11E-05,0.045001385,0.993617508,3.02E-05,0.04500219,0.995057762,2.49E-05,0.044999436,0.997352039,2.02E-05,0.044954061
12.8551,5.21223858,3.976794159,1.336616064,0.324875004,-0.298128824,0.87419335,-0.388519159,-1.784001755,6.143082827,-1.025647947,-14.99997171,14.99999337,-0.299999595,5.608416489,-4.247575779,-16.15842094,578.7578894,-578.7582883,11.57515314,3.858391969,1.735927733,1.74E-05,1.728926441,0.015885258,6.49E-05,0.044999636,0.025937038,0.000290374,0.045043078,0.02746396,0.000108906,0.045069466,0.032260661,3.89E-05,0.045012216,0.03390628,4.07E-05,0.045014379,0.038164656,0.00037872,0.045373598,0.985004392,0.000134356,0.045428139,0.985024541,0.000127709,0.045430583,0.985193506,0.00012714,0.044973837,0.985336293,0.000125787,0.072920788,0.987747438,4.54E-05,0.045041212,0.988109655,4.31E-05,0.045021437,0.98903635,6.45E-05,0.044965484,0.990117145,7.03E-05,0.0450004,0.99066958,6.97E-05,0.04500168,0.991526462,7.86E-05,0.044965394,0.992170701,6.84E-05,0.045002454,0.993587847,2.97E-05,0.045002202,0.99503317,2.46E-05,0.044999548,0.997331774,2.03E-05,0.044959918
12.9069,5.127298019,4.289511257,1.26174513,0.324839193,-0.298208646,0.874166228,-0.388548951,-1.493288962,5.922909339,-1.863221206,14.99999755,-14.99999656,0.299999549,4.498940231,-2.878183255,-10.64426355,1.14E-05,578.7583651,-11.57515692,0.00109483,0.201372444,1.933782981,2.127060703,0.015822091,6.32E-05,0.044999914,0.025643627,0.000293412,0.045037319,0.027363023,0.000100937,0.04506144,0.032222847,3.78E-05,0.045011643,0.033866603,3.97E-05,0.045013897,0.037831793,0.000332863,0.045298847,0.984865104,0.000139287,0.045361571,0.984901055,0.000123487,0.045470875,0.985072878,0.000120628,0.044970482,0.985219006,0.000117287,0.071149041,0.987703328,4.41E-05,0.045038693,0.988067573,4.21E-05,0.04502093,0.98897244,6.39E-05,0.044970367,0.990046325,7.08E-05,0.044999391,0.990600894,6.87E-05,0.045002345,0.991448615,7.78E-05,0.044963376,0.992104878,6.58E-05,0.045003314,0.993558815,2.90E-05,0.04500221,0.995008882,2.43E-05,0.044999658,0.99731149,2.03E-05,0.044964718
12.9588,5.056006757,4.593015114,1.150007074,0.430747706,-0.109522945,0.675959647,-0.675299877,-1.260085975,5.773718442,-2.414967601,14.99999814,14.99999735,-0.299999791,11.08475669,-24.09159918,3.209775645,-5.03E-07,-578.7584008,11.5751616,6.879248891,6.685971131,4.953560558,4.753282824,0.015760771,6.13E-05,0.045000204,0.025348534,0.000295093,0.045031856,0.027268972,9.41E-05,0.045054809,0.032186166,3.67E-05,0.045011071,0.033827945,3.87E-05,0.045013412,0.037536631,0.000295162,0.045243468,0.984721237,0.000143868,0.045326417,0.98478246,0.000118595,0.045466565,0.984958043,0.000114835,0.044967555,0.985109086,0.000109921,0.069448011,0.987660532,4.28E-05,0.045036215,0.98802651,4.11E-05,0.045020389,0.988909129,6.33E-05,0.044974428,0.989975369,7.10E-05,0.044998396,0.990533542,6.74E-05,0.045002963,0.991371455,7.72E-05,0.04496153,0.992041545,6.33E-05,0.045003999,0.993530444,2.84E-05,0.045002213,0.994984915,2.40E-05,0.044999767,0.997291191,2.03E-05,0.044968691
13.0106,5.008576901,4.859117078,1.025106897,0.408126961,0.028073101,0.362973143,-0.901271436,-0.685506577,4.524928148,-2.248588581,14.99999812,-14.99999842,0.299999792,0.844632175,-8.969776695,18.35590874,-7.14E-07,578.758413,-11.57516144,4.753287718,4.95356545,6.685976066,6.879253823,0.01570125,5.95E-05,0.045000464,0.025053315,0.000295219,0.04502676,0.027180324,8.86E-05,0.045049836,0.032150543,3.56E-05,0.045010548,0.033790228,3.77E-05,0.045012969,0.037270057,0.000266573,0.045205339,0.984573913,0.000147324,0.045305603,0.984668612,0.000113848,0.045444834,0.984848144,0.000109899,0.044965115,0.98500497,0.000104116,0.067997473,0.987618967,4.16E-05,0.045033963,0.987986389,4.01E-05,0.045019892,0.988846343,6.28E-05,0.044977554,0.989904812,7.06E-05,0.044997506,0.990467614,6.59E-05,0.045003501,0.991294905,7.65E-05,0.044959939,0.991980264,6.13E-05,0.045004536,0.9935027,2.77E-05,0.045002212,0.994961251,2.37E-05,0.044999866,0.997270873,2.03E-05,0.044971728
13.0624,4.977935285,5.078371445,0.932076699,0.409818239,0.199765123,-0.006690931,-0.950999202,-0.641724989,4.059978935,-1.297108337,14.99999808,14.99999798,-0.299999782,-19.53038944,1.650827774,12.3630404,-1.32E-05,-578.7582724,11.57515752,6.879249641,6.685971991,4.953561781,4.753284076,0.015643247,5.80E-05,0.045000658,0.024759778,0.000293538,0.045022124,0.027095753,8.46E-05,0.045046232,0.032115799,3.47E-05,0.045010116,0.033753305,3.69E-05,0.045012602,0.037024254,0.000245803,0.045179915,0.984424175,0.000149738,0.045291161,0.984558663,0.000109949,0.045421742,0.98474234,0.000105804,0.044963236,0.984905252,9.97E-05,0.066835496,0.987578431,4.05E-05,0.045032088,0.987947059,3.93E-05,0.045019501,0.988783945,6.24E-05,0.04497987,0.989835035,6.98E-05,0.044996736,0.990402878,6.47E-05,0.045003948,0.99121889,7.60E-05,0.044958714,0.991920542,5.97E-05,0.045004975,0.993475482,2.72E-05,0.045002207,0.994937848,2.34E-05,0.044999951,0.997250529,2.03E-05,0.044973956
13.1143,4.920932139,5.287360589,0.883941032,0.257029304,0.338755478,-0.357628244,-0.896934061,-1.65408455,4.145549747,-0.656268983,14.99999739,-14.99999113,0.299999589,-16.70769106,15.22316369,3.51248602,-578.7578988,578.7582548,-11.57515294,3.020855293,5.150319521,6.879229774,5.143320746,0.015586436,5.68E-05,0.045000787,0.024471829,0.000287948,0.045018133,0.027015025,8.07E-05,0.045042914,0.032081751,3.40E-05,0.04500977,0.033717034,3.63E-05,0.045012309,0.036795968,0.000228286,0.045159822,0.984271043,0.000153132,0.045286103,0.984451675,0.000106988,0.045402217,0.984640081,0.000102259,0.044962396,0.984809685,9.56E-05,0.065690997,0.987538716,3.97E-05,0.045030566,0.987908372,3.87E-05,0.045019216,0.988721893,6.21E-05,0.044981856,0.989765869,6.92E-05,0.044995912,0.990339009,6.39E-05,0.045004322,0.9911434,7.55E-05,0.044958383,0.991862417,5.81E-05,0.045005339,0.993448682,2.68E-05,0.0450022,0.994914659,2.32E-05,0.045000022,0.997230156,2.04E-05,0.044975848
13.1661,4.812739473,5.522697069,0.854632782,0.257111,0.338722707,-0.357659928,-0.896910425,-2.520129277,4.934643859,-0.474198942,-14.99997235,14.99999707,-0.299999545,-26.18792663,1.90907076,3.849052151,578.7579142,1.50E-05,11.57515699,6.879238329,4.753273959,4.946551696,6.678960729,0.015530674,5.58E-05,0.045000888,0.02419424,0.000277589,0.045015069,0.02693863,7.64E-05,0.045039255,0.032048319,3.34E-05,0.045009464,0.033681349,3.57E-05,0.045012048,0.036585274,0.000210694,0.045140587,0.984112133,0.00015891,0.045292709,0.984347235,0.00010444,0.045384031,0.984541005,9.91E-05,0.044962901,0.984718798,9.09E-05,0.064348282,0.987499731,3.90E-05,0.045029215,0.98787026,3.81E-05,0.04501897,0.988660296,6.16E-05,0.044983868,0.9896969,6.90E-05,0.044994894,0.990275903,6.31E-05,0.045004645,0.991068469,7.49E-05,0.044959286,0.99180634,5.61E-05,0.045005616,0.993422255,2.64E-05,0.045002192,0.994891663,2.30E-05,0.045000087,0.997209767,2.04E-05,0.044977756
13.2179,4.648757227,5.784722816,0.838247266,0.329187207,0.670900243,-0.218292854,-0.712735822,-3.877582901,5.03360072,-0.274682964,14.99999819,14.99999785,0.299999799,-4.510604247,-1.370215548,-11.08383921,-578.7584054,4.80E-06,-8.82E-05,5.76E-05,1.918734796,1.918733286,5.91E-05,0.01547585,5.48E-05,0.045000967,0.023931769,0.000262471,0.045013082,0.026866946,7.17E-05,0.045035409,0.03201543,3.29E-05,0.045009193,0.033646187,3.52E-05,0.045011816,0.036392083,0.00019319,0.045122427,0.983944553,0.000167579,0.045311582,0.984245031,0.000102204,0.045367236,0.984444779,9.62E-05,0.044964861,0.984633013,8.58E-05,0.062830574,0.987461395,3.83E-05,0.045028011,0.987832662,3.76E-05,0.045018762,0.988599291,6.10E-05,0.044985889,0.989627752,6.91E-05,0.044993615,0.99021349,6.24E-05,0.045004924,0.990994168,7.43E-05,0.04496154,0.991752711,5.36E-05,0.045005792,0.993396159,2.61E-05,0.045002183,0.994868842,2.28E-05,0.045000145,0.997189375,2.04E-05,0.044979663
13.2698,4.441376445,6.044320385,0.809695441,0.426907898,0.877610158,-0.114774559,-0.386129224,-4.111390493,4.962575469,-0.849214805,-14.99999782,14.9999981,0.299995228,-15.04732149,-25.16667667,-14.20678796,4.75E-06,-578.7584117,-11.57507328,6.685903243,6.879179514,4.753214833,4.953491053,0.015421833,5.40E-05,0.045001023,0.02368772,0.000244049,0.045012025,0.026799795,6.72E-05,0.045031863,0.031982981,3.24E-05,0.045008968,0.033611426,3.48E-05,0.045011645,0.036214568,0.000177515,0.045107138,0.983765735,0.000178818,0.045341609,0.984144702,0.000100329,0.045352538,0.984350995,9.38E-05,0.044967971,0.984552158,8.09E-05,0.061321927,0.987423588,3.78E-05,0.045026991,0.987795447,3.72E-05,0.045018649,0.988538931,6.04E-05,0.044987728,0.989558255,6.95E-05,0.044992092,0.990151656,6.18E-05,0.045005164,0.990920576,7.36E-05,0.044964837,0.991701583,5.11E-05,0.045005883,0.993370331,2.58E-05,0.045002173,0.99484615,2.27E-05,0.045000193,0.997168986,2.04E-05,0.044981383
13.3216,4.206277349,6.269566403,0.742158257,0.745875512,0.643375747,-0.003061909,-0.381255224,-4.891369808,3.658058433,-1.585624986,-14.99999757,-14.99999824,-0.299999777,-9.021346545,-21.51191689,8.543026339,5.48E-06,578.7583856,11.57516138,4.953565266,4.753287519,6.879253532,6.685975792,0.015368449,5.34E-05,0.045001052,0.023463303,0.000224417,0.045011554,0.026736572,6.32E-05,0.045028925,0.031950828,3.22E-05,0.045008802,0.033576872,3.46E-05,0.04501157,0.036049711,0.000164857,0.045095588,0.983573618,0.000192117,0.045381601,0.984045782,9.89E-05,0.045340788,0.984259177,9.18E-05,0.044971686,0.984475594,7.66E-05,0.059986265,0.987386144,3.74E-05,0.0450262,0.98775841,3.70E-05,0.045018694,0.988479131,5.98E-05,0.044989254,0.989488414,6.98E-05,0.044990371,0.990090222,6.14E-05,0.045005372,0.99084775,7.28E-05,0.04496863,0.991652702,4.89E-05,0.045005925,0.99334468,2.57E-05,0.045002164,0.994823509,2.26E-05,0.045000227,0.997148597,2.04E-05,0.044982786
13.3735,3.937221181,6.428714173,0.667956017,0.914961654,0.312920602,0.174139362,-0.388765069,-5.358992149,2.542986211,-1.142796418,-14.99999729,14.99999674,0.299999795,12.59821092,-12.94537249,13.77419461,-3.42E-06,-578.7583947,-11.57516163,6.685977635,6.879255408,4.753289362,4.953567083,0.015315243,5.32E-05,0.045001014,0.023259044,0.000204259,0.045011404,0.026676475,6.01E-05,0.045026679,0.031918673,3.22E-05,0.045008754,0.033542189,3.47E-05,0.045011664,0.035893708,0.000156003,0.045088121,0.98336517,0.000208448,0.045436393,0.983947067,9.87E-05,0.045336885,0.984168963,9.02E-05,0.044975759,0.984402465,7.31E-05,0.058910667,0.987348718,3.74E-05,0.04502584,0.98772119,3.72E-05,0.045019037,0.988419642,5.95E-05,0.044990381,0.989418184,7.02E-05,0.044988355,0.990028589,6.16E-05,0.045005563,0.990775788,7.20E-05,0.044972676,0.99160564,4.71E-05,0.045005952,0.993319016,2.57E-05,0.045002156,0.99480078,2.27E-05,0.045000236,0.99712819,2.04E-05,0.044983785
13.4253,3.673146132,6.539184147,0.626785559,0.983690436,-0.049679129,0.291635775,-0.249561071,-4.705962709,1.871961619,-0.428809753,-14.99999746,-14.99999871,-0.299999789,16.60561168,10.53584925,12.48744727,2.75E-05,578.7580061,11.57515654,4.953565528,4.753287793,6.879252454,6.685974866,0.015261928,5.33E-05,0.045000932,0.023072157,0.000186887,0.045011243,0.026618812,5.77E-05,0.045024989,0.031886348,3.23E-05,0.04500877,0.033507213,3.50E-05,0.045011839,0.035744017,0.00014969,0.045083217,0.983138814,0.000226356,0.045501797,0.983847793,9.93E-05,0.045337812,0.984079882,8.91E-05,0.044979366,0.984332024,7.04E-05,0.058069298,0.987311111,3.76E-05,0.045025715,0.987683613,3.76E-05,0.045019528,0.98836024,5.94E-05,0.044991245,0.989347728,7.05E-05,0.044986195,0.989966376,6.22E-05,0.045005743,0.990704624,7.12E-05,0.044976174,0.991560003,4.56E-05,0.045005978,0.993293231,2.58E-05,0.045002148,0.994777897,2.29E-05,0.045000234,0.997107751,2.04E-05,0.044984511
13.4771,3.450477279,6.646192636,0.624102641,0.878048704,-0.43250297,0.363458761,-0.168009778,-3.845209277,2.418088349,0.218478242,-14.99999604,14.9999766,0.299999531,20.52923867,15.02525175,-2.922520728,578.758254,-578.7579806,-11.57515288,6.879226655,5.143316443,3.020851908,5.150317317,0.015208608,5.33E-05,0.045000864,0.022898363,0.000173794,0.045010985,0.026563223,5.56E-05,0.045023589,0.03185393,3.24E-05,0.045008755,0.033472067,3.51E-05,0.045011949,0.035600035,0.000143982,0.045078945,0.982895405,0.00024341,0.045568103,0.983748224,9.96E-05,0.045336857,0.983991336,8.85E-05,0.044982153,0.98426388,6.81E-05,0.057352775,0.987273415,3.77E-05,0.045025476,0.987645813,3.78E-05,0.045019902,0.988300886,5.94E-05,0.044992057,0.989277359,7.04E-05,0.044984144,0.989903757,6.26E-05,0.045005901,0.990634024,7.06E-05,0.044978795,0.991515596,4.44E-05,0.045005995,0.993267375,2.59E-05,0.045002139,0.994754909,2.30E-05,0.045000241,0.997087281,2.05E-05,0.044985173
13.529,3.278734121,6.791729699,0.631498356,0.878063874,-0.432470101,0.363498467,-0.167929381,-2.781074273,3.196923677,0.066989107,14.99999212,-14.99999738,-0.2999996,11.07275778,19.4713908,9.747897126,-578.7583047,-1.57E-05,11.57515779,4.946559964,6.678970284,6.879247898,4.753282213,0.015155728,5.29E-05,0.045000864,0.022734033,0.00016433,0.045010678,0.026509702,5.35E-05,0.045022223,0.031821698,3.22E-05,0.045008634,0.033437084,3.50E-05,0.045011885,0.035462704,0.000137331,0.045073874,0.982637519,0.000257886,0.045626663,0.98364956,9.87E-05,0.045328041,0.983902698,8.86E-05,0.04498427,0.984198034,6.58E-05,0.056640638,0.987235959,3.75E-05,0.045024853,0.987608146,3.77E-05,0.045019957,0.988241755,5.91E-05,0.044992982,0.989207382,7.00E-05,0.044982385,0.989841427,6.23E-05,0.045006017,0.990563702,7.03E-05,0.044980688,0.991472463,4.31E-05,0.04500598,0.993241629,2.57E-05,0.045002129,0.99473195,2.30E-05,0.045000271,0.997066795,2.05E-05,0.044985939
13.5808,3.15419925,6.982025371,0.64696498,0.940719025,-0.482598981,-0.017433174,-0.03334055,-2.207116838,4.206225038,0.572272266,-14.99999867,-14.9999982,0.299999786,-2.02054573,4.514039704,-7.554150959,578.7583924,1.45E-06,-11.57516136,1.925965333,0.193554785,0.000277032,2.126243067,0.015103738,5.20E-05,0.045000933,0.022576547,0.000157486,0.045010362,0.026458291,5.14E-05,0.045020865,0.031789938,3.18E-05,0.045008407,0.033402597,3.45E-05,0.045011645,0.035332876,0.000129828,0.045068144,0.982368644,0.000268875,0.04567159,0.983553007,9.66E-05,0.045311758,0.983813273,8.94E-05,0.044985961,0.98413454,6.35E-05,0.055919087,0.987199081,3.69E-05,0.04502386,0.987570978,3.72E-05,0.045019677,0.988183072,5.87E-05,0.044994007,0.989138036,6.93E-05,0.044981011,0.989780104,6.13E-05,0.04500608,0.990493382,7.03E-05,0.044982073,0.991430678,4.18E-05,0.045005931,0.993216178,2.55E-05,0.045002116,0.994709164,2.28E-05,0.045000323,0.997046311,2.05E-05,0.044986799
13.6326,3.03794288,7.20639402,0.666711555,0.865564472,-0.458096253,-0.34930971,0.197764016,-2.311852015,4.440210707,0.180702145,14.99999667,-14.99999813,-0.299999785,-9.829467884,2.615487411,-6.236339592,-578.7583842,2.24E-06,11.57516164,1.236519239,2.968929755,3.169207496,1.043241484,0.015052878,5.09E-05,0.045001035,0.022425434,0.000151113,0.045010095,0.026409092,4.92E-05,0.045019477,0.031758796,3.11E-05,0.045008131,0.03336878,3.38E-05,0.045011317,0.035211012,0.000121865,0.045062155,0.98208968,0.000278964,0.045714083,0.983459186,9.38E-05,0.045292213,0.983722567,9.07E-05,0.04498773,0.984073519,6.10E-05,0.05516997,0.987162953,3.61E-05,0.045022709,0.987534496,3.65E-05,0.045019221,0.988125061,5.80E-05,0.044995084,0.989069349,6.87E-05,0.044979754,0.989720189,5.99E-05,0.045006095,0.990422982,7.04E-05,0.044983405,0.991390354,4.03E-05,0.045005843,0.993191119,2.51E-05,0.045002102,0.994686626,2.25E-05,0.045000386,0.997025849,2.05E-05,0.044987713
13.6845,2.905628038,7.441457794,0.668692604,0.676694392,-0.333078978,-0.673581579,0.313888438,-2.821363401,4.575784742,-0.1425591,-14.99999824,-14.99999801,0.2999998,-4.519109443,-0.972724198,-11.47388274,578.7584062,-3.68E-06,-7.83E-05,1.918700959,2.66E-05,2.53E-05,1.918702301,0.015003205,4.97E-05,0.045001139,0.022281251,0.000144184,0.04500989,0.026362112,4.70E-05,0.045018124,0.031728287,3.05E-05,0.045007855,0.033335638,3.31E-05,0.045010986,0.035096869,0.000114143,0.04505653,0.981799635,0.000290046,0.045763302,0.983368217,9.10E-05,0.045272689,0.983630194,9.24E-05,0.044989852,0.98401499,5.85E-05,0.054428226,0.987127596,3.54E-05,0.045021575,0.987498708,3.58E-05,0.045018747,0.988067865,5.72E-05,0.044996136,0.989001244,6.81E-05,0.044978416,0.989661802,5.84E-05,0.045006072,0.990352562,7.04E-05,0.044984897,0.991351539,3.88E-05,0.045005727,0.993166464,2.47E-05,0.045002087,0.994664345,2.23E-05,0.045000446,0.99700542,2.04E-05,0.044988604
13.7363,2.752999342,7.677978732,0.646347796,0.352666538,-0.226795002,-0.85999242,0.454208765,-3.055611861,4.525363492,-0.737308884,14.99999781,-14.9999982,0.299995743,-18.01783199,-23.59493949,-12.78164806,-6.13E-06,578.7584141,-11.57508319,4.753224774,4.953501171,6.685913191,6.879189623,0.014954721,4.85E-05,0.045001239,0.022144526,0.000136724,0.045009725,0.026317299,4.48E-05,0.045016844,0.03169839,2.99E-05,0.045007592,0.03330313,3.25E-05,0.045010676,0.034989962,0.000106906,0.045051446,0.981497091,0.000302544,0.04582185,0.983280073,8.81E-05,0.04525405,0.983535746,9.44E-05,0.0449924,0.983958906,5.61E-05,0.053716049,0.987092991,3.46E-05,0.045020501,0.987463573,3.51E-05,0.0450183,0.988011581,5.63E-05,0.044997132,0.988933632,6.76E-05,0.044976955,0.989604979,5.68E-05,0.045006016,0.990282224,7.03E-05,0.044986536,0.991314228,3.73E-05,0.045005591,0.993142205,2.43E-05,0.045002072,0.994642312,2.20E-05,0.045000503,0.996985037,2.04E-05,0.044989444
13.7881,2.569405811,7.882214932,0.586103842,0.391421063,-0.118504876,-0.611360265,0.762627905,-3.989567865,3.3023176,-1.399846805,14.99999749,14.99999826,-0.299999775,-14.04708711,-17.36731222,10.01755834,-7.92E-06,-578.758375,11.57516134,6.879254852,6.685977121,4.95356663,4.753288875,0.01490723,4.75E-05,0.045001309,0.022015764,0.000128763,0.045009574,0.02627443,4.29E-05,0.04501573,0.031668963,2.94E-05,0.045007385,0.033271068,3.21E-05,0.04501046,0.034889127,0.000100836,0.045047394,0.981178786,0.000318305,0.045900479,0.983194236,8.58E-05,0.045238863,0.983438902,9.68E-05,0.044995463,0.983905025,5.39E-05,0.053088997,0.987058969,3.40E-05,0.045019628,0.987428889,3.47E-05,0.04501802,0.987956114,5.55E-05,0.044998009,0.98886637,6.73E-05,0.044975177,0.989549466,5.55E-05,0.045005944,0.990212131,7.01E-05,0.044988307,0.991278288,3.59E-05,0.045005457,0.993118248,2.40E-05,0.045002058,0.994620444,2.19E-05,0.045000546,0.996964694,2.03E-05,0.044990158
13.84,2.340538532,8.028421499,0.523317808,0.442785715,0.069733725,-0.282589494,0.918015695,-4.717699938,2.402081348,-0.880585733,14.99999708,-14.99999617,0.299999795,8.002410615,-10.86790014,16.86405022,-0.000299404,578.7583687,-11.57515598,4.753291454,4.953570088,6.685980641,6.879257312,0.014860314,4.69E-05,0.045001324,0.021895382,0.000120382,0.045009413,0.026233203,4.12E-05,0.045014815,0.031639734,2.92E-05,0.045007274,0.03323914,3.19E-05,0.045010394,0.034792895,9.62E-05,0.045044529,0.980837498,0.000341288,0.04602422,0.98310964,8.46E-05,0.045229639,0.983339628,9.93E-05,0.044999129,0.983853015,5.20E-05,0.052569342,0.987025213,3.38E-05,0.045019085,0.98739432,3.46E-05,0.045018022,0.987901198,5.49E-05,0.044998747,0.988799233,6.71E-05,0.044972678,0.989494683,5.48E-05,0.045005881,0.99014252,6.96E-05,0.04499018,0.991243516,3.48E-05,0.04500534,0.993094413,2.38E-05,0.045002046,0.994598603,2.18E-05,0.04500057,0.996944375,2.03E-05,0.04499071
