%time,field.data
1646148571426931791,time:1646148571.4263256, thrl:0.511444091796875, r:0.237884521484375, p:-0.7528076171875, y:0.02587890625, a:0.00048828125
1646148571443863700,time:1646148571.4434388, thrl:0.494842529296875, r:0.237884521484375, p:-0.7528076171875, y:0.02587890625, a:0.00048828125
1646148571463199938,time:1646148571.462865, thrl:0.464569091796875, r:0.239837646484375, p:-0.7528076171875, y:0.02587890625, a:0.00048828125
1646148571482921498,time:1646148571.4825945, thrl:0.464569091796875, r:0.239837646484375, p:-0.7528076171875, y:0.02587890625, a:0.00048828125
1646148571504060239,time:1646148571.5036776, thrl:0.43133544921875, r:0.2623291015625, p:-0.7528076171875, y:0.02587890625, a:0.00048828125
1646148571523892093,time:1646148571.5234003, thrl:0.41571044921875, r:0.2623291015625, p:-0.7528076171875, y:0.02587890625, a:0.00048828125
1646148571543436079,time:1646148571.5431106, thrl:0.39715576171875, r:0.256439208984375, p:-0.7528076171875, y:0.01123046875, a:0.00048828125
1646148571563062909,time:1646148571.5626779, thrl:0.378570556640625, r:0.256439208984375, p:-0.7528076171875, y:0.01123046875, a:0.00048828125
1646148571583442517,time:1646148571.5828245, thrl:0.359039306640625, r:0.221282958984375, p:-0.7528076171875, y:0.01123046875, a:0.00048828125
1646148571604054829,time:1646148571.603704, thrl:0.343414306640625, r:0.221282958984375, p:-0.7528076171875, y:0.01123046875, a:0.00048828125
1646148571624755491,time:1646148571.6243885, thrl:0.327789306640625, r:0.221282958984375, p:-0.7528076171875, y:0.01123046875, a:0.00048828125
1646148571643816473,time:1646148571.6433244, thrl:0.327789306640625, r:0.221282958984375, p:-0.7528076171875, y:0.02490234375, a:0.00048828125
1646148571663523992,time:1646148571.663115, thrl:0.3092041015625, r:0.203704833984375, p:-0.7528076171875, y:0.04052734375, a:0.00048828125
1646148571683017826,time:1646148571.6825583, thrl:0.3092041015625, r:0.203704833984375, p:-0.7528076171875, y:0.04638671875, a:0.00048828125
1646148571703897285,time:1646148571.7034295, thrl:0.2935791015625, r:0.196868896484375, p:-0.7528076171875, y:0.065948486328125, a:0.00048828125
1646148571723765355,time:1646148571.7233324, thrl:0.2750244140625, r:0.196868896484375, p:-0.7528076171875, y:0.065948486328125, a:0.00048828125
1646148571743316803,time:1646148571.742791, thrl:0.225189208984375, r:0.206634521484375, p:-0.7528076171875, y:0.099151611328125, a:0.00048828125
1646148571763325157,time:1646148571.7627618, thrl:0.200775146484375, r:0.230072021484375, p:-0.7528076171875, y:0.118682861328125, a:0.00048828125
1646148571783848857,time:1646148571.783109, thrl:0.17340087890625, r:0.253509521484375, p:-0.7528076171875, y:0.13531494140625, a:0.00048828125
1646148571802859108,time:1646148571.8024957, thrl:0.15679931640625, r:0.2760009765625, p:-0.7528076171875, y:0.15679931640625, a:0.00048828125
1646148571824220504,time:1646148571.8237815, thrl:0.13726806640625, r:0.3131103515625, p:-0.7528076171875, y:0.17535400390625, a:0.00048828125
1646148571842801036,time:1646148571.8424044, thrl:0.122589111328125, r:0.331695556640625, p:-0.7528076171875, y:0.19000244140625, a:0.00048828125
1646148571863078826,time:1646148571.8626087, thrl:0.122589111328125, r:0.331695556640625, p:-0.7528076171875, y:0.205657958984375, a:0.00048828125
1646148571884192023,time:1646148571.883684, thrl:0.105010986328125, r:0.331695556640625, p:-0.7528076171875, y:0.220306396484375, a:0.00048828125
1646148571902999401,time:1646148571.9026873, thrl:0.090362548828125, r:0.348297119140625, p:-0.7528076171875, y:0.233978271484375, a:0.00048828125
1646148571925404876,time:1646148571.924235, thrl:0.090362548828125, r:0.354156494140625, p:-0.7528076171875, y:0.233978271484375, a:0.00048828125
1646148571942996860,time:1646148571.9426336, thrl:0.01708984375, r:0.381500244140625, p:-0.7528076171875, y:0.233978271484375, a:0.00048828125
1646148571965073085,time:1646148571.9641488, thrl:0.00341796875, r:0.381500244140625, p:-0.7528076171875, y:0.233978271484375, a:0.00048828125
1646148571983108249,time:1646148571.982687, thrl:0.00341796875, r:0.362945556640625, p:-0.7528076171875, y:0.233978271484375, a:0.00048828125
1646148572003517649,time:1646148572.0029607, thrl:0.00341796875, r:0.362945556640625, p:-0.7528076171875, y:0.233978271484375, a:0.00048828125
1646148572024540901,time:1646148572.0238516, thrl:0.00341796875, r:0.362945556640625, p:-0.7528076171875, y:0.220306396484375, a:0.00048828125
1646148572043380407,time:1646148572.0429258, thrl:0.00341796875, r:0.346343994140625, p:-0.7528076171875, y:0.220306396484375, a:0.00048828125
1646148572063721457,time:1646148572.063415, thrl:0.00341796875, r:0.3111572265625, p:-0.7528076171875, y:0.220306396484375, a:0.00048828125
1646148572085062735,time:1646148572.0840008, thrl:0.00341796875, r:0.2779541015625, p:-0.7528076171875, y:0.205657958984375, a:0.00048828125
1646148572103777722,time:1646148572.1034782, thrl:0.00341796875, r:0.211517333984375, p:-0.7528076171875, y:0.18804931640625, a:0.00048828125
1646148572122922606,time:1646148572.1225662, thrl:0.00341796875, r:0.16461181640625, p:-0.7528076171875, y:0.17340087890625, a:0.00048828125
1646148572144215747,time:1646148572.1438951, thrl:0.00341796875, r:0.13140869140625, p:-0.7528076171875, y:0.15484619140625, a:0.00048828125
1646148572163310663,time:1646148572.1629448, thrl:0.02978515625, r:0.03955078125, p:-0.7528076171875, y:0.13140869140625, a:0.00048828125
1646148572183727083,time:1646148572.1833508, thrl:0.075714111328125, r:0.00048828125, p:-0.7528076171875, y:0.100128173828125, a:0.00048828125
1646148572204922395,time:1646148572.2043262, thrl:0.093292236328125, r:-0.024932861328125, p:-0.7528076171875, y:0.070831298828125, a:0.00048828125
1646148572224575263,time:1646148572.224145, thrl:0.112823486328125, r:-0.052276611328125, p:-0.7528076171875, y:0.03173828125, a:0.00048828125
1646148572244069573,time:1646148572.24358, thrl:0.13043212890625, r:-0.08453369140625, p:-0.7528076171875, y:0.01513671875, a:0.00048828125
1646148572263996580,time:1646148572.2633004, thrl:0.14703369140625, r:-0.10601806640625, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148572283912102,time:1646148572.2834916, thrl:0.16461181640625, r:-0.12457275390625, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148572304470420,time:1646148572.304098, thrl:0.19293212890625, r:-0.141204833984375, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148572322978216,time:1646148572.3226216, thrl:0.226165771484375, r:-0.162689208984375, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148572342970953,time:1646148572.3425472, thrl:0.251556396484375, r:-0.179290771484375, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148572363317716,time:1646148572.3629556, thrl:0.251556396484375, r:-0.179290771484375, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148572383590852,time:1646148572.3829474, thrl:0.251556396484375, r:-0.1968994140625, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148572404426567,time:1646148572.40385, thrl:0.251556396484375, r:-0.2115478515625, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148572425629195,time:1646148572.4252234, thrl:0.252532958984375, r:-0.2115478515625, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148572447543583,time:1646148572.4467773, thrl:0.2691650390625, r:-0.2115478515625, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148572466057658,time:1646148572.4654684, thrl:0.2691650390625, r:-0.2115478515625, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148572483512013,time:1646148572.4830425, thrl:0.252532958984375, r:-0.2115478515625, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148572503466636,time:1646148572.5030131, thrl:0.252532958984375, r:-0.2125244140625, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148572523645327,time:1646148572.5232713, thrl:0.237884521484375, r:-0.2125244140625, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148572543133111,time:1646148572.542728, thrl:0.223236083984375, r:-0.2135009765625, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148572565577725,time:1646148572.564622, thrl:0.205657958984375, r:-0.2144775390625, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148572583562964,time:1646148572.5830991, thrl:0.18707275390625, r:-0.2320556640625, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148572604275840,time:1646148572.6035368, thrl:0.16265869140625, r:-0.2320556640625, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148572624329064,time:1646148572.623928, thrl:0.118682861328125, r:-0.2320556640625, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148572646446554,time:1646148572.6459835, thrl:0.104034423828125, r:-0.2320556640625, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148572663071508,time:1646148572.6626174, thrl:0.085479736328125, r:-0.2486572265625, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148572685873692,time:1646148572.6853275, thrl:0.06396484375, r:-0.265289306640625, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148572705624099,time:1646148572.70492, thrl:0.01318359375, r:-0.265289306640625, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148572723560652,time:1646148572.7232165, thrl:0.01318359375, r:-0.265289306640625, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148572743345350,time:1646148572.742877, thrl:0.01318359375, r:-0.284820556640625, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148572763894702,time:1646148572.7634, thrl:0.01220703125, r:-0.298492431640625, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148572783215004,time:1646148572.7827241, thrl:0.01220703125, r:-0.298492431640625, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148572803848150,time:1646148572.803197, thrl:0.01123046875, r:-0.319000244140625, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148572823890430,time:1646148572.823329, thrl:0.01025390625, r:-0.35321044921875, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148572847316989,time:1646148572.8468878, thrl:0.01025390625, r:-0.35321044921875, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148572864365107,time:1646148572.8638413, thrl:0.00927734375, r:-0.35321044921875, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148572884167972,time:1646148572.8837898, thrl:0.00927734375, r:-0.36785888671875, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148572904467190,time:1646148572.9037273, thrl:0.00830078125, r:-0.36785888671875, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148572924479435,time:1646148572.9239767, thrl:0.00830078125, r:-0.36785888671875, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148572943909391,time:1646148572.9435153, thrl:0.00830078125, r:-0.36883544921875, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148572963947177,time:1646148572.963236, thrl:0.00634765625, r:-0.36981201171875, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148572983970219,time:1646148572.983519, thrl:0.00634765625, r:-0.36981201171875, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148573004484163,time:1646148573.0039828, thrl:0.00634765625, r:-0.36395263671875, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148573024374311,time:1646148573.0234745, thrl:-0.009307861328125, r:-0.33953857421875, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148573043822772,time:1646148573.0434523, thrl:-0.044464111328125, r:-0.315093994140625, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148573062966064,time:1646148573.0625758, thrl:-0.08355712890625, r:-0.2525634765625, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148573083904135,time:1646148573.083569, thrl:-0.10308837890625, r:-0.2320556640625, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148573103565049,time:1646148573.1030095, thrl:-0.149993896484375, r:-0.159759521484375, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148573124101157,time:1646148573.1236498, thrl:-0.177337646484375, r:-0.10992431640625, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148573143214756,time:1646148573.1428814, thrl:-0.2008056640625, r:-0.07086181640625, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148573164635941,time:1646148573.1641488, thrl:-0.2174072265625, r:-0.041534423828125, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148573185074516,time:1646148573.1844704, thrl:-0.2349853515625, r:-0.022003173828125, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148573204368292,time:1646148573.2038398, thrl:-0.2496337890625, r:-0.002471923828125, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148573223191585,time:1646148573.2226782, thrl:-0.2496337890625, r:-0.002471923828125, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148573243220494,time:1646148573.2428324, thrl:-0.2496337890625, r:-0.002471923828125, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148573263257323,time:1646148573.2627444, thrl:-0.2506103515625, r:0.01123046875, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148573284248768,time:1646148573.283782, thrl:-0.2506103515625, r:0.02783203125, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148573303788557,time:1646148573.3032987, thrl:-0.2506103515625, r:0.04345703125, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148573323686128,time:1646148573.3232992, thrl:-0.2506103515625, r:0.04345703125, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148573344650983,time:1646148573.3441381, thrl:-0.2506103515625, r:0.05908203125, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148573367741203,time:1646148573.3674133, thrl:-0.2506103515625, r:0.073760986328125, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148573383890547,time:1646148573.383487, thrl:-0.2506103515625, r:0.073760986328125, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148573404292963,time:1646148573.403846, thrl:-0.2506103515625, r:0.073760986328125, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148573423297170,time:1646148573.4229438, thrl:-0.2506103515625, r:0.073760986328125, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148573444017570,time:1646148573.4437437, thrl:-0.2506103515625, r:0.073760986328125, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148573464291008,time:1646148573.463969, thrl:-0.2506103515625, r:0.073760986328125, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148573484732266,time:1646148573.4844096, thrl:-0.2447509765625, r:0.073760986328125, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148573506727980,time:1646148573.506302, thrl:-0.2252197265625, r:0.05908203125, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148573524960112,time:1646148573.5244741, thrl:-0.2076416015625, r:0.02197265625, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148573544287747,time:1646148573.54393, thrl:-0.188079833984375, r:0.00634765625, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148573564784006,time:1646148573.5642521, thrl:-0.188079833984375, r:0.00634765625, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148573583463239,time:1646148573.5830317, thrl:-0.188079833984375, r:0.00537109375, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148573603759534,time:1646148573.6032312, thrl:-0.171478271484375, r:0.00439453125, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148573623818751,time:1646148573.6232562, thrl:-0.155853271484375, r:0.00341796875, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148573643569645,time:1646148573.6431537, thrl:-0.149993896484375, r:0.00244140625, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148573663543583,time:1646148573.663206, thrl:-0.146087646484375, r:0.00146484375, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148573683298333,time:1646148573.682797, thrl:-0.130462646484375, r:0.00048828125, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148573703978109,time:1646148573.7036462, thrl:-0.130462646484375, r:-0.000518798828125, p:-0.7528076171875, y:-0.004425048828125, a:0.00048828125
1646148573723687643,time:1646148573.723317, thrl:-0.11676025390625, r:-0.000518798828125, p:-0.299468994140625, y:-0.004425048828125, a:0.00048828125
